Group,Country,Shipper Name,Shipper Address 
146,CN,AAA LINE INTERNATIONAL CHINA CORP,ROOM 15B NO 985 DONGFANG ROAD PU DONG NEW DISTRICT SHANGHAI P C:200120 EMAIL:SERVICE@AAA-LINE CN;SERVICE01@AAA-LINE CN TEL: 021-68782688 F
146,CN,AAA LINE INTERNATIONAL CHINA CORP,ROOM 15B NO 985 DONGFANG ROAD PUDONG NEW DISTRICT SHANGHAI 
,VN,AAA MERCHANDISE CORP,VIENERGY CO LTD O/B AAA MERCHANDISE CORP O/B DAH LIH PUH CO PHUC SON INDUSTRIAL PARK
147,CN,AAA MOULD LIMITED, ROOM 906 BUIDING THREE LONGBANG KEJIE 2ND ROAD NO 375 MA TIAN STRE 
147,CN,AAA MOULD LTD,ROOM 906 BUIDING THREE LONGBANG KEJIE 2ND ROAD NO 375 MA TIAN STRE 
148,GU,AAA MOVING STORAGE INC,747 E SHIP CREEK AVE ANCHORAGE AK 996501 
148,GU,AAA MOVING STORAGE INC,717 E SHIP CREEK AVE ANCHORAGE AK 99501 
,VN,AAA SAIGON INTERNATIONAL TRADE SE,8282 LY CHINH THANG WARD 8 DIST 3 HCMC VIETNAM 
149,VN,AAA SAIGON INTERNATIONAL TRADE SERVICES CO LTD, 82 82 LY CHINH THANG WARD 8 DIST 3 HCMC VIETNAM 
149,RO,AAA SOCIETA AGRICOLA A RESPONSABIL,VIA DI FIORANELLO 32/34 
,PK,AAA SOLUTIONS,PLOT NO: PLOT 51 SECTOR 12/C NORTH KARACHI INDUSTRIAL AREA KARA PAKISTAN 
150,TW,AAA WORLD WIDE ENTERPRISES LTD,5F -7 NO 183 SEC 4 ZHONGXIAO E RD DAAN DIST TAIPEI TAIWAN R O C 
150,TW,AAA WORLD WIDE ENTERPRISES LTD,5F NO 183 SECTION 4 CHUNG SHIAO EAST RD 
151,IN,AAACORP EXIM INDIA PRIVATE LIMITED, 2ND FLOOR C-206 GHATKOPAR INDUSTR ESTATE LBS MARG GHATKOPAR-W 
151,IN,AAACORP EXIM INDIA PRIVATE LIMITED, 2ND FLOOR C-206 GHATKOPAR INDUSTRIAL ESTATE LBS MARG 
152,VN,AACHEN OPTICAL FIBER CONEC TECHNOLO,WORKSHOP X2 X3 X5 IN HAI THANH WOR KSHOP AREA FORLEASE HAI THANH WAR D DUONG KINH DISTRICT HAIPHONG VN 
152,VN,AACHEN OPTICAL FIBER CONEC TECHNOLO,WORKSHOP X2 X3 X5 IN HAI THANH WORKAREA FOR LEASE HAI THANH WARD DUONGHAI PHONG VN 
152,VN,AACHEN OPTICAL FIBER CONEC TECHNOLO COMPANY, WORKSHOP X5 X3 IN HAI THANHWORKSHOP AREA FOR LEASE HAI THANH WARD DUO NG KINH DISTRIC 
152,VN,AACHEN OPTICAL FIBER CONEC TECHNOLOGY CO LTD, WORKSHOP X5 IN HAI THANH WORKSHOP A HAI THANH WARDDUONG KINH DISTRICT HAI PHONG CIVN 
,DE,AACHENER PRINTEN &,SCHOKOLADENFABRIK BORCHERSSTR 18 52072 AACHEN GERMANY 
153,DE,AACHENER PRINTEN & SCHOKOLADENFABRI HENRY LAMBERTZ GMBH CO,KG BORCHERSTRASSE 18 
,BE,AACHENER PRINTEN UND SCH FABRIK,H LAMBERTZ GMBH BORCHERSSTR 18 
153,BE,AACHENER PRINTEN UND SCHOKOLADE,BORCHERSSTR 18 AACHEN 52072 DE 
153,DE,AACHENER PRINTEN UND SCHOKOLADE,BORCHERSSTR 18 AACHEN 52072 DE 
153,BE,AACHENER PRINTEN UND SCHOKOLADEN,F H LAMBERTZ GMBH BORCHERSSTR 18 
153,DE,AACHENER PRINTEN&SCHOKOLADENFABRI,BORCHERSTRASSE 18 AACHEN NW 52072 GERMANY 
,CN,AACURAPID HONG KONG LIMITED, ROOM 703B 7F PARK IN COMMERCIAL CENTRE NO 56 DUNDAS STREET MONG KOK KOWLOON HONG KONG 999077 
,IN,AADEV LIGHTING SOLUTIONS,A-002/018 SITE 5 KANSA IND AREA GAUTAM BUDHA NAGAR 
,IN,AADHAR COMPANIES,DRTC HOUSE BEHIND OLYMPIC COMPLEX 
,IN,AADHI EXPORT, NO 215/11 UP MAHARAJA TOWERS COTTON CITY ESTATE GN MILS 
154,IN,AADHI GRANITES INDIA PRIVATE LIMITE, NO 26 KOTHUKARAR STREET AYEEPALA SIRUVALUR -638054 GOBICHETTYPALAYA 
154,IN,AADHI GRANITES INDIA PRIVATE LIMITE, NO 26 KOTHUKARAR STREET AYEEPALAY SIRUVALUR -638054 GOBICHETTYPALAYA 
,IN,AADI SHREE FASTENER INDUSTRIES VPO BHAGWANPURA SAHNEWAL DEHLON, ROAD LUDHIANA PUNJAB INDIA 
,IN,AADI SHREE FASTENER INDUSTRIES VPO BHAGWANPURA SAHNEWAL DEHLON, ROAD 
155,TW,AAEON TECHNOLOGY INC,5F NO 135 LANE 235 BAOQIAO RD XINDIAN DISTRICT NEW TAIPEI CITY 231 TAIWAN 
155,TW,AAEON TECHNOLOGY INC,5F NO 135 LANE 235 PAO-CHIAO ROAD HSIN- TIEN DIST NEW TAIPEI CITY 231 TAIWAN R O C 
,SA,AAF INTERNATIONAL AIR FILTRATION,SYSTEMS LLC P O BOX 28564 
,ES,AAF S A,URARTE 11 POL IND ALI GOBEO VITORIA-GASTEIZ PV 01010 SPAIN 
,CN,AAF SUZHOU CO LTD, 116 CHANGYANG ST SIP USCI:91310115MA1K3JR070 
,CN,AAG HOLDINGS LIMITED, LEVEL 10 NO 241 KI LUNG ST SHAM SHUI PO HONG KONG 999077 CHINA 
,DK,AAGE OSTERGAARD A/S,ISLANDSVEJ 25 
,IN,AAGHAZ BOOK CENTRE,2/60 HARIJAN BASTI EAST GOKUL PUR 
,GB,AAI INTERNATIONAL LTD,OFFICE 4 GRAIGS BUSINESS CENTRE 
,JP,AAI MOTORSPORTS CO LTD, RM 1702 SINO CENTRE 582-592 NATH AN RD MONGKOK KLN HONG KONG HO NG KONG 
,IN,AAJ ENTERPRISES PRIVATE LIMITED, SY NO 6 HUSKUR ROAD MAKALLI VILLAGERURAL 131001 KARNATAKA INDIA KARNATAKA 131001 IN 
156,JP,AAJ PLUS K K,2 26 6 MOTOKI ADACHI KU 
156,JP,AAJ PLUS K K,2-26-6 MOTOKI ADACHI-KU TOKYO 123-0853 JAPAN TEL: +81358455297 
156,JP,AAJ PLUS K K,2 26 6 MOTOKI 
,DK,AAK DENMARK A/S,SLIPVEJ 4 
,GB,AAK INTERNATIONAL,KING GEORGE DOCK 
157,MX,AAK MEXICO SA DE CV, AV HEROES DE NOCUPETARO 1022 COL INDUSTRIAL CP 58130 
157,MX,AAK MEXICO SA DE CV, AV HEROES DE NOCUPETARO 1022 COL INDUSTRIAL C P 58130 MORELIA MICHOACAN MEXICO 
,SE,AAK SWEDEN AB,VASTRA KAJEN 9 
,IN,AAKAAR IRON CREATIONS PVT LTD, 812-E 12 B 812-G 25-26 SAMTEL ZONE RIICO IND 
158,SG,AAKAR FOUNDRY PVT LTD, SURVEY NO 341/2 GANPATI MAL BEHIND NHEC SOMATANE PHATA TALEGAON-DABHADE TA L MAVAL 
158,IN,AAKAR FOUNDRY PVT LTD, SURVEY NO 341/2 NEAR TO NH4 SOMAT ANE PHATA TALEGAON DABHADE 
159,IN,AAKARSH EXPORT,F 21 OKHLA INDUSTRIAL AREA PHASE 1 
159,IN,AAKARSH EXPORT,F-21 OKHLA INDUSTRIAL AREA PH- 1 
,IN,AAKASH GLOBAL FOODS PRIVATE LIMITED, SURVEY NO 13/1/5 16/2 17/4 VILLA INDORE MP 453551 INDIA 
,IN,AAKRITI MANUFACTURING PVT LTD, F-165 E P I P NEEMRANA DISTRICT 
,IN,AAKRITI MANUFACTURING PVT LTD, IEC NO 0511056991 F-165 EPIP NH-8 NEEMRANA RAJASTHAN 301705 RJ IN 
,IN,AAKSHITA INTERNATIONAL AHINSA BHAWAN SHANKAR, ROAD NEW RAJINDER NAGAR NEW DELHI 110060 US 
160,CN,AAKT WORLDWIDE LIMITED, ROOM 1702 17/F KOWLOON HOUSE NO 555NATHAN ROAD MONG KOK KOWLOON HONG KONG 999077 CHINA 
160,CN,AAKT WORLDWIDE LIMITED, ROOM 1702 17 / F KOWLOON HOUSE NO 555 NATHAN ROAD MONG KOK HK 
,KP,AAL KOBE,C/O COLUMBIA SHIPMANAGEMENT LTD 21 SPYROU KYPRIANOU AVENUE YERMASOYIA 4042 LIMASSOL CYPRUS 
,SA,AAL MIR PLASTICS IND LLC,INDUSTRIAL AREA 11 SHARJAH UNITED ARAB EMIRATES 
,DE,AALBERTS INTEGRATED PIPING SYSTEMS,KFT MAGLODI UT 16D BUDAPEST 1106 HU 
161,TW,AALBERTS INTEGRATED PIPING SYSTEMS,11F 2 NO 175 ZHONGZHENG 2ND ROAD L DISTRICT KAOHSIUNG TAIWAN 80274
161,TW,AALBERTS INTEGRATED PIPING SYSTEMS APAC INC,11F 2 NO 175 ZHONGZHENG 2ND RD LINGYA 
,FR,AALBERTS INTERGRATED PIPING SYSTEMS,46 RUE DE L INDUSTRIE 45550 SAINT DENIS DE L HOTEL FRANCE 
,GB,AALCO METALS LTD,207 GREAT HOWARD STREET LIVERPOOL L5 9Z GB 
,IS,AALESUND SEAFOOD AS MOLOVEIEN,3 B ALESUND 6004 NO
,IN,AALISHAN EXPORT,26-A RAMAKRISHNA PURAM 
,IN,AALIYA STONES,NEAR DULLA KUWA MASJID 
,SG,AALST CHOCOLATE PTE LTD, 26 TUAS AVENUE 7 SINGAPORE 639273 SINGAPORE 
,GB,AAM,131 PARKINSON LANE HALIFAX HX1 3RD GB 
,IN,AAM AUTO COMPONENT INDIA PRIVATE,B 400 INDOSPACE INDUSTRIAL PARK BHAMBOLI CHAKAN 
162,IN,AAM INDIA MANUFACTURING CORP, GAT NO 787 788 VILLAGE HUNGA TAL OPP SUPA M I D C DIST AHMEDNAGAR 
162,IN,AAM INDIA MANUFACTURING CORP, GAT NO 787&788 VILL HUNGA TALUKA PARNER OPP SUPA MIDC SUPA 
163,MX,AAM MAQUILADORA MEXICO,AVENIDA COMERCIANTES 1300 PARQUE INDUSTRIAL FIPASI 
163,MX,AAM MAQUILADORA MEXICO S DE RL DE C,AV LOS COMERCIANTES 1300 PARQUE IND FIPASI 
,LA,AAM MAQUILADORA MXICO S DE R L 1300 DE CV, AVE COMERCIANTES SILAO 36100 
,DE,AAM POLAND SP ZO O,SZARYCH SZEREGOW 16-18 
,BE,AAMEC NV,EIKELAARSTRAAT 21 B-3600 GENK 
,IN,AAMOR INOX LIMITED, A-30 SITE-IV UPSIDC INDL AREA SAHIBABAD UTTAR PRADESH 
,BE,AAMS SALVARANI BVBA,SINT-BARBARASTRAAT 34 MALDEGEM BELGIUM 
,GB,AAMY YBCA0081053,BRYCE RUTHERFORD ORIGIN 4 BROOKFIELDS CLOSE CAMBRIDGE CB8 7DY 
,GB,AAMY YBCA0081241 MICHAEL MCFARLAND ORIGIN 17A EMMANUEL, RD CAMBRIDGE CB1 1JW 
,GB,AAMY YBCA0081944,KEVIN RINEAR ORIGIN 3 CATHERINE HOUSE SAWSTON CB22 3XE 
,GB,AAMY YBCA0082008 CHRISTINA ELDER ORIGIN,143 HILLS ROAD FLAT 64 CAMBRIDGE CB2 8RA
,IN,AAN CLOTHINGS LLP,GURUGRAM PLOT NO-293 UDYOG VIHAR PH-VI GURGAON 122015 INDIA 
,JP,AAN JAPAN CO LTD, 263-2 ROPPOUGAOKA YOTSUKAIDO-SHI 12 284-0008 JAPAN 
,IN,AANCH INVENTIONS,E 49/6 OKHLA INDUSTRIAL AREA PHASE II NEW DELHI DELHI 110020 DL IN 
,IT,AANDG 23 SRL, VIA DORSALE MASSA AVENZA SNC 
